customerid,personid,storeid,territoryid,rowguid,modifieddate
15861,7752,None,4,eac51799-7326-44c0-aecb-23e2891f9e8a,2014-09-12 11:15:07.263000
15862,16434,None,4,950111ca-89b9-4316-8d51-8d2d5e6dd668,2014-09-12 11:15:07.263000
15863,16757,None,6,5db828cc-c011-431f-a51e-edb12537fb95,2014-09-12 11:15:07.263000
15864,3703,None,6,3eec1dac-1921-460b-9bdb-128feac7300e,2014-09-12 11:15:07.263000
15865,7467,None,4,9d50c6e0-7008-4b56-8bc1-fd768e7544ae,2014-09-12 11:15:07.263000
15866,12053,None,6,870c4c38-8ac3-4715-aa99-f8a43400d0da,2014-09-12 11:15:07.263000
15867,11815,None,1,70409f50-a286-46cd-8a2d-142fb8135101,2014-09-12 11:15:07.263000
15868,5581,None,6,1094aa2b-36f9-4864-8083-ff3291e45773,2014-09-12 11:15:07.263000
15869,10741,None,1,ce6e44d2-0aa9-48fe-88c2-f63e2ce82616,2014-09-12 11:15:07.263000
15870,8567,None,1,c20004f8-6dc8-4579-b8b1-2d4718d29a27,2014-09-12 11:15:07.263000
15871,6594,None,1,ff1baba5-8b0a-4d0d-8753-4cff60623b29,2014-09-12 11:15:07.263000
15872,9853,None,6,449f024a-584f-4e5f-a450-23633785e306,2014-09-12 11:15:07.263000
15873,3161,None,4,0b397037-0333-402b-8692-88402811f12a,2014-09-12 11:15:07.263000
15874,17677,None,6,9a49aa9c-5529-4637-9ea1-8893718ba3bd,2014-09-12 11:15:07.263000
15875,15334,None,4,59e3d0f9-4200-433b-8b34-d54edd9dcdab,2014-09-12 11:15:07.263000
15876,5065,None,6,caab1f35-24bc-4532-9235-a51e6b0da23e,2014-09-12 11:15:07.263000
15877,15900,None,4,d627b43b-4237-497a-83e1-caefb2ba8dea,2014-09-12 11:15:07.263000
15878,5806,None,6,9ebc1c98-4a0c-431f-8df6-05168ba7845f,2014-09-12 11:15:07.263000
15879,18575,None,6,75ecc747-8344-46cd-a75d-76676717f284,2014-09-12 11:15:07.263000
15880,15147,None,1,69f38cca-6688-4ec6-808d-ef97b43f2849,2014-09-12 11:15:07.263000
15881,11480,None,6,73a64839-9c06-4291-a739-42a27f941c3b,2014-09-12 11:15:07.263000
15882,9048,None,1,d0641948-d3d0-40fe-aeec-a4af52dcf3be,2014-09-12 11:15:07.263000
15883,12867,None,4,85a1affb-4899-43d5-af8c-647cfa026bd2,2014-09-12 11:15:07.263000
15884,12940,None,4,59e607e2-2a30-4270-a773-bb78e958ab86,2014-09-12 11:15:07.263000
15885,15269,None,1,8460b720-b372-47eb-9d83-fd19fe34195c,2014-09-12 11:15:07.263000
15886,18821,None,4,8d30f458-95d7-4d52-b4b3-88e9bead716b,2014-09-12 11:15:07.263000
15887,9813,None,1,5f8a1e00-1729-4743-a723-2edc5d6b9c8d,2014-09-12 11:15:07.263000
15888,3006,None,1,c1f07fa3-8552-42a4-b23b-dd69f85a24bc,2014-09-12 11:15:07.263000
15889,17147,None,6,ec457ee6-b8e3-4f82-88c7-a35af8478174,2014-09-12 11:15:07.263000
15890,6376,None,4,0ccf8bbb-b636-4add-aed0-7fdcb42ac015,2014-09-12 11:15:07.263000
15891,16571,None,4,40b7d3fb-1e47-4ec6-a864-d9882148d044,2014-09-12 11:15:07.263000
15892,15543,None,1,2881001d-7cf7-4b39-abc8-64318fd31408,2014-09-12 11:15:07.263000
15893,3619,None,1,61d181fe-bbb2-4bae-979c-bf7122d30074,2014-09-12 11:15:07.263000
15894,13982,None,1,cd13bd4b-1344-41a4-b0e3-df45c1110ffa,2014-09-12 11:15:07.263000
15895,9796,None,4,a135d968-410c-45a7-8ee7-e0b305594929,2014-09-12 11:15:07.263000
15896,17759,None,4,4bcdff33-097d-47d7-9986-c90c1c439e2f,2014-09-12 11:15:07.263000
15897,3388,None,4,076d2f12-c42f-418b-88d3-713f1c352ae5,2014-09-12 11:15:07.263000
15898,16298,None,1,cb1cf1d2-f0e2-443e-9733-b55cfa57bef0,2014-09-12 11:15:07.263000
15899,14034,None,4,cef1426a-0a10-4230-bef6-a81335909cab,2014-09-12 11:15:07.263000
15900,3817,None,6,75cf741b-2a07-4cdd-aa1b-759a8b8f1c12,2014-09-12 11:15:07.263000
15901,3603,None,1,b7349f32-c9ed-46ab-b1db-c8e9c975de73,2014-09-12 11:15:07.263000
15902,6169,None,1,628adec4-3e73-4b73-9b30-34ef9bccbc0c,2014-09-12 11:15:07.263000
15903,3955,None,4,3ae0b2fa-d232-475e-8033-5309e3630498,2014-09-12 11:15:07.263000
15904,12789,None,4,70e6941e-6e7c-4301-bd76-00dfb0918131,2014-09-12 11:15:07.263000
15905,12143,None,6,8c7d05a7-e89e-4f5b-8cf3-13edd51fcb34,2014-09-12 11:15:07.263000
15906,11156,None,6,666feea1-2078-4298-a712-148b8505b109,2014-09-12 11:15:07.263000
15907,15166,None,1,d5f3c4e4-5881-4656-8c83-f2217e961414,2014-09-12 11:15:07.263000
15908,17880,None,4,75b4d8a4-a953-4a55-9215-c43a57e888f2,2014-09-12 11:15:07.263000
15909,6815,None,4,0c43c1dd-2f1f-44e4-bc82-75796f831985,2014-09-12 11:15:07.263000
15910,5550,None,4,e90c9cad-66f4-4eb8-9e89-54c5606f4760,2014-09-12 11:15:07.263000
15911,10339,None,1,f3b83a71-4251-42df-8f24-bc9c5f328cf3,2014-09-12 11:15:07.263000
15912,7319,None,4,c38bdf5b-2ae6-45af-b629-798248c040fa,2014-09-12 11:15:07.263000
15913,13207,None,6,8547dcea-2fec-4b44-adb2-74e9129b258a,2014-09-12 11:15:07.263000
15914,6469,None,1,f2047a87-97cb-4b60-9aac-02af8d0b02dd,2014-09-12 11:15:07.263000
15915,14768,None,4,b4c00eac-2230-4bcf-96e0-1df404ded36c,2014-09-12 11:15:07.263000
15916,18467,None,6,840c1148-7ced-4370-b907-4486ba12ba6d,2014-09-12 11:15:07.263000
15917,12245,None,6,8c3c79c6-90d9-4650-a01a-3f8ed1f5b6fc,2014-09-12 11:15:07.263000
15918,14787,None,1,088a3f54-a769-4c1c-8940-3343f7aeb0e6,2014-09-12 11:15:07.263000
15919,9846,None,10,47bbc2b8-8afb-4e48-a5eb-3a2e528b9825,2014-09-12 11:15:07.263000
15920,13435,None,7,3fad885a-1f16-43c9-afe4-27b39cb62d99,2014-09-12 11:15:07.263000
15921,20026,None,7,bc7bf8d4-baab-40e0-97f7-281f728591ca,2014-09-12 11:15:07.263000
15922,13294,None,10,117437c8-fe04-497c-b87c-d73f23f6c4dc,2014-09-12 11:15:07.263000
15923,17017,None,7,d491349e-b02c-4f1b-98b9-7b37e145d5fb,2014-09-12 11:15:07.263000
15924,12675,None,7,708e870b-e8bb-4c40-acf2-7f2f92722350,2014-09-12 11:15:07.263000
15925,4046,None,7,97312c6d-fe94-47a5-8e58-dd1876a05215,2014-09-12 11:15:07.263000
15926,4632,None,8,9efe3846-5871-4070-bfc3-10101cb447fd,2014-09-12 11:15:07.263000
15927,8741,None,8,0e4a72e0-0cc1-41d0-b07e-999b1ee292c3,2014-09-12 11:15:07.263000
15928,8788,None,8,3f74f40c-7ccf-4fde-9aeb-5e5324488dd1,2014-09-12 11:15:07.263000
15929,3539,None,10,f7fc9148-ff6e-4f12-a437-ce7b5116c770,2014-09-12 11:15:07.263000
15930,20683,None,7,3af207d3-941a-44e2-8081-f5eae86ddee0,2014-09-12 11:15:07.263000
15931,6581,None,7,256f7a77-7170-48b5-8f10-31cb8644bf25,2014-09-12 11:15:07.263000
15932,10428,None,8,7561a8cc-e4c6-43dc-95dc-55e66c11e914,2014-09-12 11:15:07.263000
15933,14628,None,10,13f4da63-ddaa-4aa2-9f3a-c556e871058c,2014-09-12 11:15:07.263000
15934,16626,None,1,396989a0-bd6d-4cf4-98c7-2f3367d61555,2014-09-12 11:15:07.263000
15935,10515,None,1,85178dc7-82a9-48fd-844b-91ab11193ad6,2014-09-12 11:15:07.263000
15936,12034,None,1,956875a7-464e-4c1f-8ee8-a8770fd4d63d,2014-09-12 11:15:07.263000
15937,11330,None,1,cac28842-3edc-41ef-8087-9c08fc304ad6,2014-09-12 11:15:07.263000
15938,15796,None,1,07f0ff30-be38-4f3e-85b3-d94bbebf4602,2014-09-12 11:15:07.263000
15939,11085,None,1,dbf650db-2529-40be-a868-fd59595805e1,2014-09-12 11:15:07.263000
15940,5202,None,1,07b51336-a854-49e4-980d-b968492fbd0b,2014-09-12 11:15:07.263000
15941,7900,None,4,2c41138a-d8a6-4157-8f55-93f8567aba0d,2014-09-12 11:15:07.263000
15942,4804,None,6,de954806-c749-417e-9453-d02be3fbd7fd,2014-09-12 11:15:07.263000
15943,14096,None,6,62aa065f-0c4c-496b-9be9-5c6647281ab8,2014-09-12 11:15:07.263000
15944,7963,None,1,b89a501f-15b1-430a-be58-3c49013b5db4,2014-09-12 11:15:07.263000
15945,8003,None,1,b098a694-f13a-48de-bc61-ee309117b0ee,2014-09-12 11:15:07.263000
15946,3761,None,4,fe7e3573-9c2b-444d-a7a1-df38c9d81dd0,2014-09-12 11:15:07.263000
15947,8751,None,4,3c7014f1-2e33-49aa-9d2a-374468d148b1,2014-09-12 11:15:07.263000
15948,7663,None,4,40dbe99f-2c54-4c91-b053-651f12e7de2b,2014-09-12 11:15:07.263000
15949,10208,None,4,ee54da0b-8f35-4658-8c1d-fb5072d49328,2014-09-12 11:15:07.263000
15950,8205,None,1,24a53c90-36fa-4864-9795-5842a981d740,2014-09-12 11:15:07.263000
15951,10352,None,1,739d3521-ce0d-407b-b544-c6805d2cd039,2014-09-12 11:15:07.263000
15952,14637,None,1,16bcf9c1-a73a-44ca-9e11-e5ca9f376f12,2014-09-12 11:15:07.263000
15953,6997,None,4,bf67b464-ccbe-43b3-939f-de915c200ca1,2014-09-12 11:15:07.263000
15954,11280,None,4,cdf5dd3b-e88f-4dbe-894c-390856deefd8,2014-09-12 11:15:07.263000
15955,6881,None,4,2301aedc-d342-4d02-a63a-51ccad78fc95,2014-09-12 11:15:07.263000
15956,6582,None,4,e8fa3bb7-34f0-41fa-b9ad-0d091969d965,2014-09-12 11:15:07.263000
15957,5989,None,4,2467e694-1839-41f2-b10f-da58823b3a07,2014-09-12 11:15:07.263000
15958,19954,None,1,cac11432-7dd7-4753-88fc-ddc0b01da970,2014-09-12 11:15:07.263000
15959,17803,None,1,b2577a10-c21c-4a67-aa51-a02660a7984a,2014-09-12 11:15:07.263000
15960,19275,None,4,986234dd-7ce0-417d-a83b-58b44d7c0802,2014-09-12 11:15:07.263000
15961,12450,None,4,2aa0b4a7-c48e-4c02-8a66-a90c79f21924,2014-09-12 11:15:07.263000
15962,18171,None,1,7d339f2d-1e95-434d-91d0-0e0e598d9e66,2014-09-12 11:15:07.263000
15963,12313,None,1,6290f7d5-4d1d-4c9c-9e71-04bcea06cbeb,2014-09-12 11:15:07.263000
15964,14801,None,4,2db9f4a6-2762-42ed-a728-99cab4e19c81,2014-09-12 11:15:07.263000
15965,20479,None,4,2da03833-84d2-470d-84e4-461f53103d1b,2014-09-12 11:15:07.263000
15966,2749,None,1,ac12f79f-e360-43de-b519-e19c89333fa5,2014-09-12 11:15:07.263000
15967,12978,None,1,4f940c6d-6462-42d8-967f-681a69550260,2014-09-12 11:15:07.263000
15968,3734,None,4,7cc2eeb8-09ea-444b-8ae5-78f0d5457bbe,2014-09-12 11:15:07.263000
15969,15083,None,1,7ad157c7-5095-4620-94c7-01a178ca2e13,2014-09-12 11:15:07.263000
15970,17690,None,4,fc309d7d-c2e9-404f-afc2-5477a5a09425,2014-09-12 11:15:07.263000
15971,6547,None,1,eda28481-b85c-43c8-a14f-393edb2c6c81,2014-09-12 11:15:07.263000
15972,8854,None,4,1d57b580-bad8-4845-9b2d-b439acceda49,2014-09-12 11:15:07.263000
15973,18244,None,1,04ddf6fa-c511-42f4-ad46-c6a7b89b997f,2014-09-12 11:15:07.263000
15974,4656,None,6,5b66dc27-7019-4cda-9758-1f7228734481,2014-09-12 11:15:07.263000
15975,9403,None,1,1a0a2675-c4a7-4f39-b325-a76e7c560a3f,2014-09-12 11:15:07.263000
15976,16092,None,1,093479c9-3f68-4d13-b4ff-4c5bda04ca4b,2014-09-12 11:15:07.263000
15977,11056,None,1,7313458e-baa2-4440-a7b2-c5386c248087,2014-09-12 11:15:07.263000
15978,4410,None,1,37eb1531-f251-44bd-b9a8-b74bd60166aa,2014-09-12 11:15:07.263000
15979,19894,None,1,3018daf5-3a1c-4e85-879c-9c2251589f74,2014-09-12 11:15:07.263000
15980,3302,None,1,1d6c4c4e-1af5-421c-9b47-e0f08827da1e,2014-09-12 11:15:07.263000
15981,5843,None,1,5eb7d0e8-9eb7-4008-9507-ce78b7cb620d,2014-09-12 11:15:07.263000
15982,15610,None,4,bd3eb2de-9827-4c80-b84d-ae34bc500b69,2014-09-12 11:15:07.263000
15983,12748,None,4,94b0d0cf-6548-4e85-b3a1-3710c5dcfd9a,2014-09-12 11:15:07.263000
15984,17127,None,4,e45ceb8f-28fc-465c-a9d9-808f16a34161,2014-09-12 11:15:07.263000
15985,4912,None,4,0aa26902-f962-4b52-8283-7984f8f52caf,2014-09-12 11:15:07.263000
15986,15290,None,4,46e242d3-6cef-4f1c-a2af-c9fafee1d339,2014-09-12 11:15:07.263000
15987,19939,None,1,982457a0-1c40-4dd1-8caa-5a57631719c1,2014-09-12 11:15:07.263000
15988,4239,None,1,b807ffb6-99ce-4fb8-81b1-26be0404da8e,2014-09-12 11:15:07.263000
15989,9756,None,4,10a8574f-ed5f-4198-b411-6c897bc3dc2e,2014-09-12 11:15:07.263000
15990,14741,None,4,0f9f7902-27f4-41e4-8365-14a7b4608ab5,2014-09-12 11:15:07.263000
15991,17926,None,1,25c3a0cc-5d69-4224-afdb-60f37ae6e4d6,2014-09-12 11:15:07.263000
15992,7529,None,4,b3321a80-e0c3-4570-867b-6dec69ec7e8b,2014-09-12 11:15:07.263000
15993,13145,None,6,1fd886ab-ed89-4b5b-90ba-91c8326c1279,2014-09-12 11:15:07.263000
15994,19341,None,1,f676f3c0-517e-4324-9bee-f013435182ac,2014-09-12 11:15:07.263000
15995,11117,None,4,7d1c1b13-094e-4321-8d05-b2f67b71e4b5,2014-09-12 11:15:07.263000
15996,12986,None,6,bfa63dad-8ca4-45e0-a251-83321eca7cf1,2014-09-12 11:15:07.263000
15997,7331,None,6,4851b2a7-53b9-41e7-bbbb-d5b4ce418acc,2014-09-12 11:15:07.263000
15998,7073,None,4,95909e19-4f42-4d30-88d6-4f29fa7d2ebe,2014-09-12 11:15:07.263000
15999,10690,None,1,ba699fcf-4b00-4668-96f1-3c3de2a8eec8,2014-09-12 11:15:07.263000
16000,3319,None,6,59a890ae-1154-45d5-90eb-92f3b7455b2c,2014-09-12 11:15:07.263000
16001,17010,None,4,14cbb3e3-e736-4b3d-a5df-466f3cd9f2be,2014-09-12 11:15:07.263000
16002,7804,None,1,f37618f6-9650-4357-91ce-8411a912cc43,2014-09-12 11:15:07.263000
16003,11509,None,4,0b073fab-db81-4b8c-b950-f73b11048a70,2014-09-12 11:15:07.263000
16004,11026,None,1,86298cca-195b-4d18-b377-36e5231b6087,2014-09-12 11:15:07.263000
16005,16676,None,6,f91c5e8c-b100-474c-bbca-024c8ef62b9f,2014-09-12 11:15:07.263000
16006,7135,None,4,4f1229a9-a9b0-49f1-ad1f-278a4588343a,2014-09-12 11:15:07.263000
16007,18548,None,1,d8859521-e364-4599-914b-0e361dedb64a,2014-09-12 11:15:07.263000
16008,10908,None,1,70930d0b-86f7-4a93-8348-047ac9be174c,2014-09-12 11:15:07.263000
16009,18847,None,6,d3ca0968-efbc-4c7c-bc79-c76b8e652a2d,2014-09-12 11:15:07.263000
16010,19951,None,4,6052e1e2-64e5-4750-817f-c2df03e38759,2014-09-12 11:15:07.263000
16011,3231,None,6,bfd7a64d-db7c-4835-9ab6-8c9bbea2fe3c,2014-09-12 11:15:07.263000
16012,19604,None,6,4411c18f-7ac8-4fc7-b6f4-271b9e5608d3,2014-09-12 11:15:07.263000
16013,4378,None,1,c1420c93-e976-439a-b0ef-61df242b8e17,2014-09-12 11:15:07.263000
16014,18091,None,4,2ca8828f-2b56-4e16-a786-a4fa2d8b4027,2014-09-12 11:15:07.263000
16015,3477,None,4,c37fc994-44f7-4878-b827-83f33a976d22,2014-09-12 11:15:07.263000
16016,20274,None,9,9122be69-e365-43c3-a8f1-7f38194cd10a,2014-09-12 11:15:07.263000
16017,14587,None,4,19985752-6d30-4367-939d-34bb12a3a164,2014-09-12 11:15:07.263000
16018,19542,None,4,5d6dedfb-38f2-46e3-8d87-7bc72cdc32e5,2014-09-12 11:15:07.263000
16019,10456,None,4,ae942c93-754a-438b-8311-154992eb7b5b,2014-09-12 11:15:07.263000
16020,5720,None,6,d8a4e2c7-1edb-4479-a4af-220d3a2157c5,2014-09-12 11:15:07.263000
16021,9524,None,6,aadfa6da-3efd-493c-949f-70ef98f54204,2014-09-12 11:15:07.263000
16022,4959,None,1,b49eefca-d6f1-452e-9bc9-f1f2faeff42b,2014-09-12 11:15:07.263000
16023,13332,None,9,ed22c630-79dc-4191-aa2d-e48f84d66247,2014-09-12 11:15:07.263000
16024,16689,None,1,06a07b92-6f33-477d-acc9-87120af0f8aa,2014-09-12 11:15:07.263000
16025,18313,None,9,7a54f2d7-0892-4f98-938f-42b0fc6daf58,2014-09-12 11:15:07.263000
16026,19594,None,9,195bb193-3540-4656-a2b0-4990d21e3e72,2014-09-12 11:15:07.263000
16027,14378,None,9,c62001fb-098c-4b2c-ba1f-3b8fb603848a,2014-09-12 11:15:07.263000
16028,14669,None,9,20b23f53-395f-4765-acc9-43a8eae110dc,2014-09-12 11:15:07.263000
16029,3472,None,9,51d002ec-8a1f-4d05-8ab2-12f4f096f631,2014-09-12 11:15:07.263000
16030,2620,None,9,10225988-9c9e-45f9-b750-abef79905317,2014-09-12 11:15:07.263000
16031,4735,None,9,c959bbc1-65ac-4f26-98de-28ce7b8f6087,2014-09-12 11:15:07.263000
16032,13503,None,9,c2efbb38-c639-46de-83e1-7650cfcce77b,2014-09-12 11:15:07.263000
16033,2479,None,10,0587f498-2891-4e20-b5c3-a97950c0a86f,2014-09-12 11:15:07.263000
16034,15525,None,8,0118577e-7894-4c0b-8a49-cfcb9de6de96,2014-09-12 11:15:07.263000
16035,14956,None,10,a9666a69-7b71-414d-b33b-76febef8d981,2014-09-12 11:15:07.263000
16036,3274,None,10,35df01f7-deba-465d-b082-32cef04e47b3,2014-09-12 11:15:07.263000
16037,8014,None,8,7d009bdb-9fd5-4847-a539-0a47dbefd080,2014-09-12 11:15:07.263000
16038,11100,None,10,62a675e2-14dd-4d1b-8ed1-e9281594a519,2014-09-12 11:15:07.263000
16039,6512,None,8,e91b6cbc-5ffd-400a-8477-78d52ea77dd8,2014-09-12 11:15:07.263000
16040,19161,None,7,46786332-bf94-42ee-bbf1-b42b33431747,2014-09-12 11:15:07.263000
16041,11656,None,7,37cac251-c3c2-44a0-a2d1-1875917f9e7a,2014-09-12 11:15:07.263000
16042,4732,None,7,6600872f-f8d9-4643-8d5b-f5c7f71941a7,2014-09-12 11:15:07.263000
16043,14525,None,10,8be9a9da-415c-4e93-847b-cd0a41775d8d,2014-09-12 11:15:07.263000
16044,19891,None,8,00737278-b7d2-40ff-ab27-f9bb2c095c26,2014-09-12 11:15:07.263000
16045,3111,None,10,66cc588d-cda3-4879-898a-622ef767cab5,2014-09-12 11:15:07.263000
16046,12833,None,10,84d84af7-a2f5-43bf-af77-10ffb9507c7c,2014-09-12 11:15:07.263000
16047,12129,None,8,5330582d-0583-4c93-a389-32349c74be4d,2014-09-12 11:15:07.263000
16048,12056,None,8,d131b4af-5c95-42f5-9225-9054aadb0627,2014-09-12 11:15:07.263000
16049,7781,None,8,60272ac1-7b5c-4b1c-97f8-1d2ce841fec8,2014-09-12 11:15:07.263000
16050,7750,None,10,03a323f2-fded-4b69-bd7d-3d77075d92f5,2014-09-12 11:15:07.263000
16051,5190,None,7,be7093c2-b744-4d45-bb98-d9570a6d48ea,2014-09-12 11:15:07.263000
16052,14761,None,7,b3c16969-6e51-4bbc-aff8-f0335fd084b7,2014-09-12 11:15:07.263000
16053,7896,None,10,b5b90c87-cd03-4731-a434-eb55fdd0f25d,2014-09-12 11:15:07.263000
16054,14740,None,10,7c1f9a70-f52a-4529-9616-485e71707f59,2014-09-12 11:15:07.263000
16055,18022,None,8,d3efc8a7-f110-4bd2-90f6-829623653fda,2014-09-12 11:15:07.263000
16056,16651,None,7,67dd5bbe-8f03-46ea-8bcf-b4b2677ba8ba,2014-09-12 11:15:07.263000
16057,8997,None,8,0d47a407-7355-4d41-85e9-332157918cf5,2014-09-12 11:15:07.263000
16058,17692,None,10,e5e28372-4225-4a77-b6e1-84b210d20b8e,2014-09-12 11:15:07.263000
16059,18400,None,8,9d5a288a-43f1-46ab-a714-605ae042cd80,2014-09-12 11:15:07.263000
16060,13227,None,4,ea0de1d3-ac25-4218-82d5-b4afc378011c,2014-09-12 11:15:07.263000
16061,13566,None,4,c6e45f15-7fec-4f8a-b9a0-fe511e770b6d,2014-09-12 11:15:07.263000
16062,10800,None,1,bf195db2-3dd5-4ef0-be76-5e7ee414b5ac,2014-09-12 11:15:07.263000
16063,16680,None,4,1b25b54a-f814-422f-ae84-2379ad2fc9d6,2014-09-12 11:15:07.263000
16064,2667,None,4,e842b6f7-8540-4425-ac51-1515258abd63,2014-09-12 11:15:07.263000
16065,8138,None,4,ce7afea7-533b-4006-891b-cac52d05288f,2014-09-12 11:15:07.263000
16066,14534,None,4,e42284a1-066c-425f-8804-251143880470,2014-09-12 11:15:07.263000
16067,3280,None,1,6965c443-e3f6-4424-87a1-a1c7dff3d3ce,2014-09-12 11:15:07.263000
16068,16883,None,1,fab770bd-331b-413c-94a8-b96685f11648,2014-09-12 11:15:07.263000
16069,11744,None,4,f3486755-ef34-426d-8501-4085b67ad696,2014-09-12 11:15:07.263000
16070,9679,None,4,9e660c92-8520-4168-8cce-a5dff4cf7c1f,2014-09-12 11:15:07.263000
16071,12164,None,6,f52cc5e0-b78b-48c0-8f37-8ee7fb017e6a,2014-09-12 11:15:07.263000
16072,15627,None,1,4bccf8ad-3846-48a9-8ebf-14401ba00e80,2014-09-12 11:15:07.263000
16073,7291,None,1,40a0dbeb-8f38-4626-a0d6-b993af99dd57,2014-09-12 11:15:07.263000
16074,15966,None,1,8265c8e7-476a-460d-b56f-fefd41ecdba3,2014-09-12 11:15:07.263000
16075,11991,None,1,44ada036-8ae0-4da9-ad58-c0e448ef5e06,2014-09-12 11:15:07.263000
16076,9053,None,1,8d14dcae-0348-4a4c-b927-ecb7f5668cec,2014-09-12 11:15:07.263000
16077,3068,None,4,670606bd-624b-4c59-958d-00129dce1396,2014-09-12 11:15:07.263000
16078,19933,None,4,49e60d36-51e5-4f5c-9780-2f91914dc23e,2014-09-12 11:15:07.263000
16079,9933,None,4,690c7f37-2f86-4065-9f24-1893f9c4524d,2014-09-12 11:15:07.263000
16080,13379,None,4,f0e1b3a4-afe2-4532-a102-1d677e5bd6fd,2014-09-12 11:15:07.263000
16081,10185,None,4,6a12d987-eef8-4689-9341-04211911e443,2014-09-12 11:15:07.263000
16082,5949,None,1,cf096725-30e9-4cef-9892-65bbb831b94b,2014-09-12 11:15:07.263000
16083,4558,None,6,c0db37a7-52ee-434e-b48b-ff088171a68f,2014-09-12 11:15:07.263000
16084,10597,None,1,6bbd55af-e71d-4093-8cf1-ff4b309e50d5,2014-09-12 11:15:07.263000
16085,12844,None,6,9dafb607-23a6-4c5e-8e55-12d7f1e80067,2014-09-12 11:15:07.263000
16086,14092,None,4,5a8c15e3-c5f4-4858-9990-b62b7de0c652,2014-09-12 11:15:07.263000
16087,6551,None,4,6bb5c172-3939-455d-9e0c-86d2f43dbf93,2014-09-12 11:15:07.263000
16088,14242,None,1,cba5c677-6514-48df-8389-6635160479e2,2014-09-12 11:15:07.263000
16089,14161,None,6,82ec1623-1d29-4186-b482-e595d4993816,2014-09-12 11:15:07.263000
16090,11868,None,6,67c761ae-9e8e-4bbc-bd78-6438bed6e85c,2014-09-12 11:15:07.263000
16091,11559,None,4,d31f8575-1542-4395-a4b8-933df3034b25,2014-09-12 11:15:07.263000
16092,3529,None,1,5a4e786c-03cb-487d-b4d8-7b5bfa5ec0eb,2014-09-12 11:15:07.263000
16093,20551,None,4,05d2b477-2371-4d62-b7c9-1397900e1ace,2014-09-12 11:15:07.263000
16094,11946,None,4,f322d305-a7d0-42f6-88aa-f2f53254de4d,2014-09-12 11:15:07.263000
16095,4630,None,4,1e2dabdc-ef4a-40c0-bcbf-aa90a0654466,2014-09-12 11:15:07.263000
16096,2607,None,6,f0f48f7a-a37b-4eab-8133-1cbb8891d991,2014-09-12 11:15:07.263000
16097,3460,None,6,1ddda3ae-b57a-40de-af11-7dfbd6fe3705,2014-09-12 11:15:07.263000
16098,19879,None,6,11686634-8b2a-4d05-8e12-8694e7292c30,2014-09-12 11:15:07.263000
16099,13328,None,1,8f6dea83-58c5-4cef-bf73-a0cf6abdcd0a,2014-09-12 11:15:07.263000
16100,17207,None,4,7d9f6e7c-2568-4fe2-89ab-18e96cfc6e42,2014-09-12 11:15:07.263000
16101,10642,None,4,3c3c1db2-2c9a-494a-a8ae-21e9e04b42be,2014-09-12 11:15:07.263000
16102,13851,None,4,c33b2496-467a-4dd0-a774-03be3195d029,2014-09-12 11:15:07.263000
16103,10693,None,6,75a1ed1a-dd90-4713-9f1d-26c22693270d,2014-09-12 11:15:07.263000
16104,10462,None,1,f8eb2338-165e-4057-a5ef-3f068258d8cc,2014-09-12 11:15:07.263000
16105,14316,None,1,906b5de7-29be-4b6b-b246-896b359e1b46,2014-09-12 11:15:07.263000
16106,13865,None,6,7cb25817-a8c8-4508-a73b-cade867074de,2014-09-12 11:15:07.263000
16107,9357,None,1,16131041-2a1a-44a6-b88f-dde361673cf4,2014-09-12 11:15:07.263000
16108,14848,None,1,d93aeb2e-c620-4c45-8b83-40fbcd3efe21,2014-09-12 11:15:07.263000
16109,16039,None,6,8f0f4687-cdd2-43c3-a4fe-65801b544f8f,2014-09-12 11:15:07.263000
16110,6904,None,6,99cd1206-6519-4536-955a-211ac979f9e4,2014-09-12 11:15:07.263000
16111,10246,None,1,246e5409-c374-4abc-a751-bc851ec29296,2014-09-12 11:15:07.263000
16112,18338,None,4,34567547-98a8-4f75-82f1-7dd40603afcd,2014-09-12 11:15:07.263000
16113,13296,None,4,23820140-9eaf-4bc4-93c1-b5077e01c427,2014-09-12 11:15:07.263000
16114,13281,None,4,da3a129f-f07b-4847-9f76-7a1f00bef29d,2014-09-12 11:15:07.263000
16115,20543,None,4,77fd68bc-d064-4128-a11b-4f593fa771fa,2014-09-12 11:15:07.263000
16116,13415,None,4,f5641be5-fa0e-4138-9846-a78cc6f0a990,2014-09-12 11:15:07.263000
16117,9390,None,1,6903c1a4-a49c-4815-83d6-38b3ae7031ca,2014-09-12 11:15:07.263000
16118,17118,None,4,d2cd0b32-c74f-4939-ab1f-d78bbf475390,2014-09-12 11:15:07.263000
16119,3172,None,1,b2369572-cd0e-47f3-86d7-722c23f2a6cd,2014-09-12 11:15:07.263000
16120,14553,None,4,24527c9b-c259-4871-9220-8dcc083397de,2014-09-12 11:15:07.263000
16121,20607,None,6,eb167cd0-360f-4eac-80f2-093aecfcd628,2014-09-12 11:15:07.263000
16122,16094,None,4,d5247187-a076-4a7d-a693-984a1175bf1b,2014-09-12 11:15:07.263000
16123,2736,None,6,f7d68540-6c6c-411d-80d1-5e83283d2ff1,2014-09-12 11:15:07.263000
16124,15119,None,6,e22fe33a-ee11-4d99-9f1e-d686b9da8235,2014-09-12 11:15:07.263000
