salesorderid,creditcardid,cardtype
47728,1402,Distinguish
47729,3600,SuperiorCard
47730,10,SuperiorCard
47731,3215,Vista
47732,6502,SuperiorCard
47733,4966,Vista
47734,18288,ColonialVoice
47735,15061,SuperiorCard
47736,1225,ColonialVoice
47737,16469,Vista
47738,14968,Vista
47739,3763,Vista
47740,16681,ColonialVoice
47741,9724,ColonialVoice
47742,13022,ColonialVoice
47743,2516,Distinguish
47744,11767,SuperiorCard
47745,13284,Distinguish
47746,13555,Vista
47747,3307,Vista
47748,7990,Distinguish
47749,3257,ColonialVoice
47750,13674,Distinguish
47751,5574,SuperiorCard
47752,1384,Vista
47753,9954,Distinguish
47754,12069,Distinguish
47755,12385,Vista
47756,17354,Distinguish
47757,4596,ColonialVoice
47758,13954,SuperiorCard
47759,14231,Vista
47760,14413,SuperiorCard
47762,13993,Vista
47763,6439,Vista
47764,13489,ColonialVoice
47765,17894,Distinguish
47766,16243,Distinguish
47767,2095,Vista
47768,5810,ColonialVoice
47769,8993,ColonialVoice
47771,4951,Distinguish
47772,466,SuperiorCard
47773,11194,ColonialVoice
47774,4790,ColonialVoice
47775,18491,SuperiorCard
47776,6679,Distinguish
47777,8101,SuperiorCard
47778,5286,Vista
47779,17697,Distinguish
47780,18414,SuperiorCard
47781,14936,SuperiorCard
47782,7286,Distinguish
47783,9791,SuperiorCard
47784,19159,ColonialVoice
47785,14244,SuperiorCard
47786,403,ColonialVoice
47787,8129,Vista
47788,542,Vista
47789,7800,ColonialVoice
47790,3661,ColonialVoice
47791,12563,Distinguish
47792,7373,ColonialVoice
47793,4089,ColonialVoice
47794,7351,ColonialVoice
47795,7593,Distinguish
47796,177,Vista
47797,15594,Vista
47798,7920,Distinguish
47799,1628,Distinguish
47800,7824,Vista
47801,15012,ColonialVoice
47802,8384,Vista
47803,14988,Vista
47804,5663,Distinguish
47805,17927,Distinguish
47806,5308,SuperiorCard
47807,809,Vista
47808,13851,Vista
47809,15254,SuperiorCard
47810,5855,Distinguish
47811,18013,Vista
47812,10293,ColonialVoice
47813,5548,Vista
47814,9743,Distinguish
47815,6175,Distinguish
47816,3792,ColonialVoice
47817,9275,ColonialVoice
47818,11228,SuperiorCard
47819,8694,SuperiorCard
47820,15472,Vista
47821,7947,SuperiorCard
47822,4714,Distinguish
47823,7441,SuperiorCard
47824,2475,Vista
47825,127,ColonialVoice
47826,6786,SuperiorCard
47827,12616,Vista
47828,7629,Vista
47829,6628,SuperiorCard
47830,13762,Vista
47831,17425,SuperiorCard
47832,15602,Vista
47833,15501,ColonialVoice
47834,13763,ColonialVoice
47835,12751,ColonialVoice
47836,776,ColonialVoice
47837,1168,Distinguish
47838,9706,Distinguish
47839,13317,Distinguish
47840,359,ColonialVoice
47841,6422,ColonialVoice
47842,5312,Vista
47843,7429,Distinguish
47845,18452,SuperiorCard
47846,4942,Vista
47847,4760,SuperiorCard
47848,15646,ColonialVoice
47849,2623,Distinguish
47850,6043,SuperiorCard
47851,3736,SuperiorCard
47852,16206,SuperiorCard
47853,1954,SuperiorCard
47854,16234,ColonialVoice
47855,7738,SuperiorCard
47856,1057,Vista
47857,11761,ColonialVoice
47858,7904,Distinguish
47859,14369,Vista
47861,16799,Distinguish
47862,18108,SuperiorCard
47863,8427,SuperiorCard
47864,5967,SuperiorCard
47865,12912,ColonialVoice
47866,7285,ColonialVoice
47867,11208,SuperiorCard
47868,9369,ColonialVoice
47869,15193,Distinguish
47870,4498,Vista
47871,2863,Vista
47872,8881,SuperiorCard
47873,14049,Vista
47874,13732,SuperiorCard
47875,16918,SuperiorCard
47876,16431,Distinguish
47877,11727,ColonialVoice
47878,8203,Vista
47879,4274,ColonialVoice
47880,1031,Vista
47881,6082,Vista
47882,12141,Vista
47883,10760,SuperiorCard
47884,5770,Distinguish
47885,7294,Vista
47886,6871,SuperiorCard
47887,3729,ColonialVoice
47888,8436,SuperiorCard
47889,2521,Distinguish
47890,16744,Vista
47891,3968,SuperiorCard
47892,17507,Vista
47893,5602,Distinguish
47894,17985,SuperiorCard
47895,4286,SuperiorCard
47896,3732,SuperiorCard
47897,6370,ColonialVoice
47898,10841,ColonialVoice
47899,8739,Distinguish
47900,12441,Vista
47901,11832,SuperiorCard
47902,2228,Distinguish
47903,2817,SuperiorCard
47904,16892,SuperiorCard
47905,7795,Distinguish
47906,6683,Vista
47908,6274,ColonialVoice
47909,14418,SuperiorCard
47910,7839,SuperiorCard
47911,16935,Vista
47912,9915,SuperiorCard
47913,352,Vista
47914,6673,ColonialVoice
47915,12068,ColonialVoice
47916,11546,ColonialVoice
47917,6085,Vista
47918,11620,Distinguish
47919,1518,Vista
47920,2326,Distinguish
47921,14139,Distinguish
47922,15051,Vista
47923,17241,ColonialVoice
47924,10119,Distinguish
47925,17825,SuperiorCard
47926,16270,Distinguish
47927,16820,SuperiorCard
47928,17283,Distinguish
47929,13983,SuperiorCard
47930,19087,Vista
47931,6041,Distinguish
47932,7346,ColonialVoice
47933,10313,SuperiorCard
47934,16808,Distinguish
47935,13888,Vista
47936,4040,Vista
47938,15425,Vista
47939,15439,Distinguish
47940,1041,ColonialVoice
47941,11768,Distinguish
47942,16894,ColonialVoice
47943,16434,ColonialVoice
47945,8081,Distinguish
47946,11662,SuperiorCard
47947,7081,ColonialVoice
47948,6236,ColonialVoice
47949,2788,Distinguish
47950,18488,Distinguish
47951,2628,Vista
47952,18977,SuperiorCard
47953,382,Vista
47954,18077,ColonialVoice
47955,858,Vista
47956,3409,SuperiorCard
47957,9429,SuperiorCard
47958,15780,ColonialVoice
47959,321,Vista
47960,10662,ColonialVoice
47961,3088,SuperiorCard
47962,13712,Distinguish
47963,5577,SuperiorCard
47964,18911,ColonialVoice
47965,2364,SuperiorCard
47966,181,ColonialVoice
47967,8292,Distinguish
47968,12671,Distinguish
47969,12198,Distinguish
47970,14559,SuperiorCard
47971,4459,Vista
47972,18037,SuperiorCard
47973,3815,Vista
47974,11072,ColonialVoice
47975,8979,ColonialVoice
47976,6183,Distinguish
47977,9855,Vista
47978,14454,Distinguish
47979,12554,Vista
47980,15954,ColonialVoice
47981,18049,SuperiorCard
47982,10453,SuperiorCard
47983,3274,Vista
47984,11840,SuperiorCard
47985,6981,Vista
47986,15977,Vista
47987,1684,Distinguish
47988,18260,ColonialVoice
47989,15487,Distinguish
47990,4623,SuperiorCard
47991,5570,Distinguish
47992,2658,Distinguish
47993,17315,SuperiorCard
47994,3059,Vista
47995,3827,SuperiorCard
47996,14975,ColonialVoice
47997,10004,Vista
47998,14363,SuperiorCard
47999,6386,Vista
48000,10628,Vista
48001,18364,SuperiorCard
48002,18323,ColonialVoice
48003,3453,Distinguish
48004,4941,ColonialVoice
48005,336,SuperiorCard
48006,2082,ColonialVoice
48007,5589,Vista
48008,15555,Distinguish
48009,19174,Vista
48010,18231,Vista
48011,13923,SuperiorCard
48012,15090,SuperiorCard
48013,13917,SuperiorCard
48014,5343,Vista
48015,3904,SuperiorCard
48016,13064,Distinguish
48017,10395,Vista
48018,18154,Distinguish
48019,5514,Vista
48020,7667,Vista
48021,15155,SuperiorCard
48022,14963,SuperiorCard
48023,18316,ColonialVoice
48024,15076,Distinguish
48025,11282,SuperiorCard
48026,6126,ColonialVoice
48027,13246,SuperiorCard
48028,18354,SuperiorCard
48029,6083,ColonialVoice
48030,1699,Distinguish
48031,15927,ColonialVoice
48032,5279,ColonialVoice
48033,3318,ColonialVoice
48034,5690,ColonialVoice
48035,17923,Vista
48036,10064,ColonialVoice
48037,11745,Vista
48038,12189,Distinguish
48039,16905,Distinguish
48040,13667,Vista
48041,14803,Vista
48042,451,SuperiorCard
48043,13468,SuperiorCard
48044,15648,Distinguish
48045,8522,Distinguish
48046,553,Vista
48047,4626,Distinguish
48048,17277,Vista
48049,17861,Distinguish
48050,18295,Distinguish
48051,10191,SuperiorCard
48052,6940,SuperiorCard
48053,14606,ColonialVoice
48054,18386,ColonialVoice
48055,11652,Distinguish
48056,9772,ColonialVoice
48057,9635,Distinguish
48058,15319,Vista
48059,6452,SuperiorCard
48060,16523,ColonialVoice
48061,16439,Vista
48062,8663,SuperiorCard
48063,13160,SuperiorCard
48064,15842,SuperiorCard
48065,2504,Vista
48066,9973,Distinguish
48067,13420,ColonialVoice
48068,10234,SuperiorCard
48069,15321,ColonialVoice
48070,13104,Distinguish
48071,16976,Distinguish
48072,15771,ColonialVoice
48073,161,Vista
48074,6191,SuperiorCard
48075,8103,Distinguish
48076,17621,Distinguish
48077,7380,ColonialVoice
48078,11815,SuperiorCard
48079,10270,SuperiorCard
48080,12177,Vista
48081,2687,ColonialVoice
48082,7029,Vista
48083,1660,Vista
48084,17263,ColonialVoice
48085,5033,Distinguish
48086,18675,SuperiorCard
48087,2470,ColonialVoice
48088,3157,Distinguish
48089,5754,Vista
48090,14371,Vista
48091,6881,Distinguish
48092,6863,Vista
48093,9673,Distinguish
48094,4105,ColonialVoice
48095,607,Vista
48096,424,SuperiorCard
48097,5359,ColonialVoice
48098,11012,Vista
48099,10762,ColonialVoice
48100,3124,SuperiorCard
48101,4208,SuperiorCard
48102,5108,Vista
48103,4762,Distinguish
48104,11554,SuperiorCard
48105,13831,Vista
48106,16068,Vista
48107,8777,Distinguish
48108,3062,Distinguish
48109,13964,Vista
48110,1575,SuperiorCard
48111,2772,SuperiorCard
48112,15396,SuperiorCard
48113,369,Distinguish
48114,14867,SuperiorCard
48115,3171,ColonialVoice
48116,15172,SuperiorCard
48117,15817,Vista
48118,494,Distinguish
48119,15372,ColonialVoice
48120,18855,Vista
48121,9525,ColonialVoice
48122,18283,SuperiorCard
48123,9150,Vista
48124,7426,Distinguish
48125,3605,ColonialVoice
48126,11343,ColonialVoice
48127,9385,ColonialVoice
48128,19137,Vista
48129,8050,Distinguish
48130,14467,SuperiorCard
48131,5636,ColonialVoice
48132,15185,Vista
48133,4508,SuperiorCard
48134,9040,ColonialVoice
48135,9806,ColonialVoice
48136,1806,Distinguish
48137,13329,Distinguish
48138,6460,SuperiorCard
48139,8902,Distinguish
48140,1179,Vista
48141,8197,SuperiorCard
48142,5457,Distinguish
48143,11969,Distinguish
48144,4981,SuperiorCard
48145,3778,ColonialVoice
48146,1251,Distinguish
48147,3387,Distinguish
48148,17556,Distinguish
48149,15368,Vista
48150,17146,Distinguish
48151,3479,Distinguish
48152,7486,ColonialVoice
48153,11951,SuperiorCard
48154,12760,SuperiorCard
48155,3699,Distinguish
48156,14021,SuperiorCard
48157,9268,SuperiorCard
48158,2121,SuperiorCard
48159,6875,Vista
48160,11280,Distinguish
48161,9688,ColonialVoice
48162,2852,Vista
48163,10195,ColonialVoice
48164,2485,Distinguish
48165,16357,SuperiorCard
48166,6658,Distinguish
48167,6122,ColonialVoice
48168,6525,Vista
48169,13871,ColonialVoice
48170,1196,ColonialVoice
48171,16046,ColonialVoice
48172,10584,Vista
48173,16628,ColonialVoice
48174,8559,Distinguish
48175,2951,Vista
48176,14992,SuperiorCard
48177,16429,ColonialVoice
48178,15840,ColonialVoice
48179,420,Distinguish
48180,16172,Distinguish
48181,173,SuperiorCard
48182,13190,Distinguish
48183,10212,ColonialVoice
48184,1894,Distinguish
48185,13405,Distinguish
48186,6321,SuperiorCard
48187,2538,SuperiorCard
48188,8212,ColonialVoice
48189,16330,Vista
48190,2731,SuperiorCard
48191,9086,Vista
48192,2991,Vista
48193,8198,Distinguish
48194,11375,SuperiorCard
48195,15149,Distinguish
48196,17883,ColonialVoice
48197,9691,Distinguish
48198,9412,ColonialVoice
48199,14222,ColonialVoice
48200,13768,Vista
48201,14224,Distinguish
48202,8539,Distinguish
48203,18238,SuperiorCard
48204,8431,SuperiorCard
48205,351,ColonialVoice
48206,8748,Distinguish
48207,12115,Distinguish
48209,14352,ColonialVoice
48210,10793,SuperiorCard
48211,1721,Vista
48212,10830,SuperiorCard
48213,9304,Distinguish
48214,17047,Distinguish
48215,17004,Vista
48216,7247,SuperiorCard
48217,11674,Distinguish
48218,18755,SuperiorCard
48219,4316,Vista
48220,3140,Vista
48221,18723,SuperiorCard
48222,14586,ColonialVoice
48223,1935,Vista
48224,4578,Vista
48225,3762,Vista
48226,18178,ColonialVoice
48227,14119,ColonialVoice
48228,16018,Vista
48229,17480,ColonialVoice
48230,10302,Vista
48231,15662,ColonialVoice
48232,13389,Vista
48233,12669,ColonialVoice
48234,16474,Vista
48235,9879,SuperiorCard
48236,3077,Vista
48237,4344,SuperiorCard
48238,7292,Vista
48239,8438,Distinguish
48242,2953,ColonialVoice
48244,11311,SuperiorCard
48245,8343,ColonialVoice
48246,16618,ColonialVoice
48247,7909,ColonialVoice
48248,15504,Distinguish
48249,7012,Distinguish
48250,9771,SuperiorCard
48251,17398,ColonialVoice
48252,11600,ColonialVoice
48253,17905,Vista
48254,13235,SuperiorCard
48255,15774,Vista
48256,5836,Distinguish
48257,2371,Distinguish
48258,3134,Distinguish
48259,7749,ColonialVoice
48260,5458,Distinguish
48261,15359,ColonialVoice
48262,6016,Distinguish
48263,14973,SuperiorCard
48264,12985,Vista
48265,544,Distinguish
48266,14253,ColonialVoice
48267,1943,ColonialVoice
48269,15461,Distinguish
48270,15023,SuperiorCard
48271,4094,Vista
48272,1746,ColonialVoice
48273,5218,ColonialVoice
48274,9330,SuperiorCard
48275,5939,ColonialVoice
48276,14164,SuperiorCard
48277,11402,SuperiorCard
48278,17346,Distinguish
48279,18497,Distinguish
48280,16222,ColonialVoice
48281,5811,SuperiorCard
48282,11152,ColonialVoice
48283,3442,ColonialVoice
48284,15224,Vista
48285,18669,Vista
48286,16754,SuperiorCard
48287,18495,Vista
48288,11945,Distinguish
48289,11685,Vista
48290,17368,SuperiorCard
48291,18428,SuperiorCard
48292,12857,Vista
48293,11645,ColonialVoice
48294,7829,Vista
48295,371,Vista
48296,6065,ColonialVoice
48297,6546,ColonialVoice
48298,13784,SuperiorCard
48299,5110,Vista
48300,15138,Vista
48301,7454,Vista
48302,11080,SuperiorCard
48303,17600,ColonialVoice
48304,8552,Vista
48305,4173,SuperiorCard
48306,12698,ColonialVoice
48307,4357,ColonialVoice
48308,10783,Vista
48309,3787,Distinguish
48310,14468,ColonialVoice
48311,14895,Distinguish
48312,11056,Vista
48313,14140,Vista
48314,14542,Distinguish
48315,14133,SuperiorCard
48316,1553,ColonialVoice
48317,13971,ColonialVoice
48318,16569,ColonialVoice
48319,11814,ColonialVoice
48320,6442,ColonialVoice
48321,5958,Vista
48322,10915,Distinguish
48323,14153,SuperiorCard
48324,4851,Distinguish
48325,19154,Distinguish
48326,16978,ColonialVoice
48327,11215,SuperiorCard
48328,7392,ColonialVoice
48329,6468,ColonialVoice
48330,8479,Vista
48331,9102,Distinguish
48332,4304,ColonialVoice
48333,5215,Vista
48334,3465,ColonialVoice
48335,19078,SuperiorCard
48336,17544,SuperiorCard
48337,5089,SuperiorCard
48338,319,SuperiorCard
48339,3653,SuperiorCard
48340,18097,Distinguish
48341,10100,SuperiorCard
48342,2741,Distinguish
48343,4432,Vista
48344,8394,SuperiorCard
48345,7160,ColonialVoice
48346,6272,ColonialVoice
48347,14489,ColonialVoice
48348,9617,Distinguish
48349,15369,ColonialVoice
48350,782,SuperiorCard
48351,778,SuperiorCard
48352,6235,Vista
48353,4834,Vista
48354,18047,Vista
48355,10899,Vista
48356,12933,ColonialVoice
48357,12808,SuperiorCard
48358,18591,Vista
48359,7597,SuperiorCard
48360,15282,Vista
48361,7146,SuperiorCard
48362,1803,SuperiorCard
48363,15483,ColonialVoice
48364,3490,Distinguish
48365,17669,Vista
48366,16704,SuperiorCard
48367,17036,SuperiorCard
48368,4524,Vista
48369,9458,Vista
48370,18418,ColonialVoice
48371,12135,ColonialVoice
48372,17073,Distinguish
48373,10623,ColonialVoice
48374,17324,ColonialVoice
48375,18496,Distinguish
48376,5609,Distinguish
48377,5346,SuperiorCard
48378,5164,Vista
48379,2270,Vista
48380,5668,ColonialVoice
48381,7845,SuperiorCard
48382,16124,Vista
48383,16654,ColonialVoice
48384,7293,ColonialVoice
48385,626,Distinguish
48386,10057,ColonialVoice
48387,9010,ColonialVoice
48388,16132,ColonialVoice
48389,1651,SuperiorCard
48390,5102,Distinguish
48391,1866,SuperiorCard
48392,3788,Vista
48393,18875,Distinguish
48394,8010,Vista
48396,9506,SuperiorCard
48397,10146,Vista
48398,15829,Vista
48399,12550,ColonialVoice
48400,16695,Vista
48401,12445,Vista
48402,14346,Distinguish
48403,10485,Distinguish
48404,12423,ColonialVoice
48405,16322,ColonialVoice
48406,9177,Vista
48407,1139,ColonialVoice
48408,11290,ColonialVoice
48409,4909,Distinguish
48410,16846,SuperiorCard
48411,3349,Distinguish
48412,1917,Vista
48413,7534,SuperiorCard
48414,6409,Vista
48415,645,Vista
48417,7219,Vista
48418,18943,Vista
48419,914,Vista
48420,11388,ColonialVoice
48421,14850,Vista
48422,11567,Distinguish
48423,998,Distinguish
48424,3437,Distinguish
48425,6048,ColonialVoice
48426,18872,Vista
48427,6595,SuperiorCard
48428,15048,Distinguish
48429,17411,SuperiorCard
48430,10019,Vista
48431,9290,ColonialVoice
48432,11009,Distinguish
48433,5947,SuperiorCard
48434,1926,Distinguish
48435,13229,Distinguish
48436,3921,SuperiorCard
48437,1631,Vista
48438,4310,Vista
48439,16314,Vista
48440,3341,Distinguish
48441,8853,ColonialVoice
48442,1588,Distinguish
48443,14713,Distinguish
48444,143,SuperiorCard
48445,5021,Vista
48446,7116,Distinguish
48447,16033,SuperiorCard
48448,7740,SuperiorCard
48449,18368,SuperiorCard
48451,14102,Distinguish
48452,1120,Distinguish
48453,12922,Distinguish
48454,18924,Distinguish
48455,9493,SuperiorCard
48456,10116,Vista
48457,5916,Vista
48458,937,ColonialVoice
48459,1162,Vista
48460,12946,Distinguish
48461,15209,Vista
48462,12924,ColonialVoice
48463,18216,ColonialVoice
48464,9188,ColonialVoice
48465,11122,Vista
48466,5261,ColonialVoice
48467,5763,ColonialVoice
48468,7666,Distinguish
48469,10566,Vista
48470,4839,Distinguish
48471,8415,Distinguish
48472,9836,Vista
48473,17413,ColonialVoice
48474,15599,ColonialVoice
48475,2754,SuperiorCard
48476,704,Vista
48477,12682,Distinguish
48478,4846,Vista
48479,15306,Distinguish
48480,9659,Vista
48481,13751,Distinguish
48482,5101,Distinguish
48483,9597,Vista
48484,18483,SuperiorCard
48485,6560,Vista
48486,11940,Distinguish
48487,9045,ColonialVoice
48488,12179,SuperiorCard
48489,1700,ColonialVoice
48490,7587,Vista
48491,13138,Vista
48492,2443,SuperiorCard
48493,12151,ColonialVoice
48494,1710,SuperiorCard
48495,1785,SuperiorCard
48496,292,Vista
48497,16344,Vista
48499,16145,Vista
48500,9946,SuperiorCard
48501,16907,Distinguish
48503,17155,Vista
48504,12721,ColonialVoice
48505,11246,Vista
48506,14316,Vista
48507,3705,Vista
48508,6649,SuperiorCard
48509,14149,Vista
48510,1902,Distinguish
48511,2930,Vista
48512,7781,Distinguish
48513,10003,Vista
48514,14667,ColonialVoice
48515,10403,ColonialVoice
48516,15166,Distinguish
48517,9324,SuperiorCard
48518,11463,Vista
48520,2946,SuperiorCard
48521,15178,SuperiorCard
48522,14660,Distinguish
48523,7479,SuperiorCard
48524,14941,Vista
48525,6339,Distinguish
48526,4609,ColonialVoice
48527,17437,Vista
48528,12203,Distinguish
48529,17370,SuperiorCard
48530,3927,Vista
48531,15889,Distinguish
48532,15174,Vista
48534,14402,ColonialVoice
48535,16615,SuperiorCard
48536,12708,Distinguish
48537,12075,ColonialVoice
48538,10463,Vista
48539,8941,SuperiorCard
48540,14092,Vista
48541,13678,ColonialVoice
48542,14492,Distinguish
48543,7934,Distinguish
48544,1409,Vista
48545,15680,ColonialVoice
48546,10966,ColonialVoice
48547,5331,ColonialVoice
48548,9394,SuperiorCard
48549,4047,SuperiorCard
48550,10634,ColonialVoice
48551,13842,Vista
48552,8339,Distinguish
48553,8863,SuperiorCard
48554,4555,SuperiorCard
48555,15020,SuperiorCard
48556,16981,ColonialVoice
48557,8735,SuperiorCard
48558,12621,Distinguish
48559,18991,Vista
48560,9969,Vista
48561,4950,ColonialVoice
48562,2065,ColonialVoice
48563,4946,ColonialVoice
48564,14971,ColonialVoice
48565,10030,Distinguish
48566,18451,Distinguish
48567,441,SuperiorCard
48568,18558,SuperiorCard
48569,11480,ColonialVoice
48570,10698,Distinguish
48571,15280,Distinguish
48572,16247,SuperiorCard
48573,8227,ColonialVoice
48574,8757,Distinguish
48575,15285,SuperiorCard
48576,10987,Distinguish
48577,16359,Distinguish
48578,17027,Distinguish
48579,3828,SuperiorCard
48580,8989,Distinguish
48581,18244,ColonialVoice
48582,984,ColonialVoice
48583,11086,ColonialVoice
48584,18958,ColonialVoice
48585,12081,SuperiorCard
48586,12465,Vista
48587,9983,Vista
48588,16345,ColonialVoice
48589,2266,Distinguish
48591,7196,Distinguish
48592,7482,SuperiorCard
48593,5311,Vista
48594,13774,Vista
48595,9610,ColonialVoice
48596,9092,Distinguish
48597,2768,ColonialVoice
48598,11612,ColonialVoice
48599,17898,Distinguish
48600,12157,Vista
48601,81,Distinguish
48602,14196,SuperiorCard
48603,2486,ColonialVoice
48604,8862,ColonialVoice
48605,17446,Distinguish
48606,4137,Distinguish
48607,17351,SuperiorCard
48608,6092,SuperiorCard
48609,9489,Vista
48610,16354,Vista
48611,18119,Vista
48612,16563,Distinguish
48613,4821,ColonialVoice
